,GrupoHR,Contador,HRDescripcion,HRPuesto,GPlanificacion,EstadoGlobal,EstadoInstalacion,Estrategia,HRContador,EstrategiaMTTO,pos,Actividades,Puesto,ClaseOT,ACant,AHoras,posHRContador,Frecuencia
877,10016691,Y1,COND_ELE_BOMBA Cambio rodamientos motor,TEC-ELE,P01,4.0,1.0,HOR002,10016691Y1,COND,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,3.0,10016691Y110,
878,10016691,Y2,COND_ELE_BOMBA Lubricacion rodamie motor,TEC-ELE,P01,4.0,1.0,HOR002,10016691Y2,COND,10,Lubricacion de rodamientos de motor,TEC-ELE,PM01,2.0,1.0,10016691Y210,
879,10016691,W1,COND_INS_BOMBA Cambio valvul instrumento,TEC-INS,P01,4.0,1.0,HOR002,10016691W1,COND,10,Cambio de instrumentos y valvulas,TEC-INS,PM01,2.0,1.0,10016691W110,
880,10016758,X1,COND_MEC_BOMBA Cambio de acople,TEC-MEC,P01,4.0,1.0,HOR002,10016758X1,COND,10,Cambio de acople de bomba,TEC-MEC,PM01,2.0,2.0,10016758X110,
881,10016758,X2,COND_MEC_BOMBA Cambio de carcasa,TEC-MEC,P01,4.0,1.0,HOR002,10016758X2,COND,10,Cambio de la carcasa de bomba,TEC-MEC,PM01,2.0,2.0,10016758X210,
882,10016758,X3,COND_MEC_BOMBA Camb sello mecanic d bomb,TEC-MEC,P01,4.0,1.0,HOR002,10016758X3,COND,10,Cambio sello mecanico de bomba,TEC-MEC,PM01,2.0,2.0,10016758X310,
883,10016758,X4,COND_MEC_BOMBA Cambio de la base,TEC-MEC,P01,4.0,1.0,HOR002,10016758X4,COND,10,Cambio de la base de base de bomba,TEC-MEC,PM01,2.0,2.0,10016758X410,
884,10016758,W1,COND_INS_BOMBA Cambio de instrumentos,TEC-INS,P01,4.0,1.0,HOR002,10016758W1,COND,10,Cambio instrumentos de bomba,TEC-INS,PM01,2.0,2.0,10016758W110,
885,10016956,X1,COND_MEC_BOMBA Cambio elemento filtrante,TEC-MEC,P01,4.0,1.0,HOR002,10016956X1,COND,10,Camb elemento filtrante d tamiz d entrad,TEC-MEC,PM01,2.0,1.0,10016956X110,
886,10016956,X2,COND_MEC_BOMBA Cambio de impulsores,TEC-MEC,P01,4.0,1.0,HOR002,10016956X2,COND,10,Cambio de impulsores de bomba,TEC-MEC,PM01,2.0,2.0,10016956X210,
887,10016956,X3,COND_MEC_BOMBA Cambio valvula retencion,TEC-MEC,P01,4.0,1.0,HOR002,10016956X3,COND,10,Cambio de valvula de retencion de bomba,TEC-MEC,PM01,2.0,1.0,10016956X310,
888,10016956,X4,COND_MEC_BOMBA Cambio de sellos,TEC-MEC,P01,4.0,1.0,HOR002,10016956X4,COND,10,Camb sellos d valvula d retencion d bomb,TEC-MEC,PM01,2.0,1.0,10016956X410,
889,10016956,X5,COND_MEC_BOMBA Cambio d tuberia d caida,TEC-MEC,P01,4.0,1.0,HOR002,10016956X5,COND,10,Camb tuberia de caida de bomba,TEC-MEC,PM01,2.0,1.0,10016956X510,
890,10017002,X1,COND_MEC_BOMBA Mtto general d reductor,TEC-MEC,P01,4.0,1.0,HOR002,10017002X1,COND,10,Mtto general d reductor de bomba,TEC-MEC,PM01,3.0,8.0,10017002X110,
891,10017002,X2,COND_MEC_BOMBA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10017002X2,COND,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,6.0,10017002X210,
892,10017002,X3,COND_MEC_BOMBA Cambio estator bomba,TEC-MEC,P01,4.0,1.0,HOR002,10017002X3,COND,10,Cambio de estator de estator de bomba,TEC-MEC,PM01,2.0,4.0,10017002X310,
893,10017002,X4,COND_MEC_BOMBA Cambio de rotor,TEC-MEC,P01,4.0,1.0,HOR002,10017002X4,COND,10,Cambio de rotor de bomba,TEC-MEC,PM01,2.0,4.0,10017002X410,
894,10017002,W1,COND_INS_BOMBA Camb instrument y valvuls,TEC-INS,P01,4.0,1.0,HOR002,10017002W1,COND,10,Cambio instrumentos y valvulas de bomba,TEC-INS,PM01,2.0,2.0,10017002W110,
895,10017002,Z1,COND_PRED_BOMBA Camb alineamiento acople,TEC-PRD,P01,4.0,1.0,HOR002,10017002Z1,COND,10,Camb y alineamient acople d baja d bomba,TEC-PRD,PM01,3.0,3.0,10017002Z110,
896,10017003,X1,COND_MEC_BOMBA Mtto general d reductor,TEC-MEC,P01,4.0,1.0,HOR002,10017003X1,COND,10,Mtto general d reductor de bomba,TEC-MEC,PM01,3.0,8.0,10017003X110,
897,10017003,X2,COND_MEC_BOMBA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10017003X2,COND,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,6.0,10017003X210,
898,10017003,X3,COND_MEC_BOMBA Cambio estator bomba,TEC-MEC,P01,4.0,1.0,HOR002,10017003X3,COND,10,Cambio de estator de estator de bomba,TEC-MEC,PM01,2.0,4.0,10017003X310,
899,10017003,X4,COND_MEC_BOMBA Cambio de rotor,TEC-MEC,P01,4.0,1.0,HOR002,10017003X4,COND,10,Cambio de rotor de bomba,TEC-MEC,PM01,2.0,4.0,10017003X410,
900,10017003,W1,COND_INS_BOMBA Camb instrument y valvuls,TEC-INS,P01,4.0,1.0,HOR002,10017003W1,COND,10,Cambio instrumentos y valvulas de bomba,TEC-INS,PM01,2.0,2.0,10017003W110,
901,10017003,Z1,COND_PRED_BOMBA Camb alineamiento acople,TEC-PRD,P01,4.0,1.0,HOR002,10017003Z1,COND,10,Camb y alineamient acople d baja d bomba,TEC-PRD,PM01,3.0,3.0,10017003Z110,
902,10017004,X1,COND_MEC_BOMBA Camb sellos orings juntas,TEC-MEC,P01,4.0,1.0,HOR002,10017004X1,COND,10,Cambio sellos orings juntas de bomba,TEC-MEC,PM01,2.0,3.0,10017004X110,
903,10017004,X2,COND_MEC_BOMBA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10017004X2,COND,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,3.0,5.0,10017004X210,
904,10017004,X3,COND_MEC_BOMBA Mtto o cambio d eje,TEC-MEC,P01,4.0,1.0,HOR002,10017004X3,COND,10,Mtto o camb eje columna porta rodamients,TEC-MEC,PM01,3.0,5.0,10017004X310,
905,10017004,Y1,COND_ELE_BOMBA Cambio rodamientos motor,TEC-ELE,P01,4.0,1.0,HOR002,10017004Y1,COND,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,5.0,10017004Y110,
906,10017004,W1,COND_INS_BOMBA Cambio de instrumentos,TEC-INS,P01,4.0,1.0,HOR002,10017004W1,COND,10,Cambio instrumentos de bomba,TEC-INS,PM01,1.0,1.0,10017004W110,
907,10017005,X1,COND_MEC_BOMBA Mtto general d reductor,TEC-MEC,P01,4.0,1.0,HOR002,10017005X1,COND,10,Mtto general d reductor de bomba,TEC-MEC,PM01,3.0,8.0,10017005X110,
908,10017005,X2,COND_MEC_BOMBA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10017005X2,COND,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,2.0,6.0,10017005X210,
909,10017005,X3,COND_MEC_BOMBA Cambio estator bomba,TEC-MEC,P01,4.0,1.0,HOR002,10017005X3,COND,10,Cambio de estator de estator de bomba,TEC-MEC,PM01,2.0,4.0,10017005X310,
910,10017005,X4,COND_MEC_BOMBA Cambio de rotor,TEC-MEC,P01,4.0,1.0,HOR002,10017005X4,COND,10,Cambio de rotor de bomba,TEC-MEC,PM01,2.0,4.0,10017005X410,
911,10017005,W1,COND_INS_BOMBA Camb instrument y valvuls,TEC-INS,P01,4.0,1.0,HOR002,10017005W1,COND,10,Cambio instrumentos y valvulas de bomba,TEC-INS,PM01,2.0,2.0,10017005W110,
912,10017005,Z1,COND_PRED_BOMBA Camb alineamiento acople,TEC-PRD,P01,4.0,1.0,HOR002,10017005Z1,COND,10,Camb y alineamient acople d baja d bomba,TEC-PRD,PM01,3.0,3.0,10017005Z110,
913,10016591,X1,COND_MEC_VENTI Cambio de alabes,TEC-MEC,P01,4.0,1.0,HOR002,10016591X1,COND,10,Cambio de alabes de ventilador,TEC-MEC,PM01,2.0,2.0,10016591X110,
914,10016591,X2,"COND_MEC_VENTI Limp, mtto y/o camb",TEC-MEC,P01,4.0,1.0,HOR002,10016591X2,COND,10,"Limp, mtto y/o camb d silenciador",TEC-MEC,PM01,2.0,0.3,10016591X210,
915,10016591,Y1,COND_ELE_VENTI Cambio de motor electrico,TEC-ELE,P01,4.0,1.0,HOR002,10016591Y1,COND,10,Camb d motor electrico de ventilador,TEC-ELE,PM01,2.0,4.0,10016591Y110,
916,10016591,W1,COND_INS_VENTI Limp y camb componentes,TEC-INS,P01,4.0,1.0,HOR002,10016591W1,COND,10,Limp y camb componentes averiados,TEC-INS,PM01,2.0,2.0,10016591W110,
917,10016605,X1,COND_MEC_COLEC Camb lamina porta filtros,TEC-MEC,P01,4.0,1.0,HOR002,10016605X1,COND,10,Camb lamina porta filtros de colector,TEC-MEC,PM01,2.0,4.0,10016605X110,
918,10016605,Y1,COND_ELE_COLEC Cambio de rodamientos,TEC-ELE,P01,4.0,1.0,HOR002,10016605Y1,COND,10,Camb rodamientos motor electric colector,TEC-ELE,PM01,2.0,5.0,10016605Y110,
919,10016605,W1,COND_INS_COLEC Reemplazo instrumentos,TEC-INS,P01,4.0,1.0,HOR002,10016605W1,COND,10,Reemplazo d instrumentos de colector,TEC-INS,PM01,2.0,2.0,10016605W110,
920,10016614,X1,COND_MEC_BOMBA Cambio de acople de alta,TEC-MEC,P01,4.0,1.0,HOR002,10016614X1,COND,10,Cambio de acople de alta de bomba,TEC-MEC,PM01,2.0,6.0,10016614X110,
921,10016614,X2,COND_MEC_BOMBA Cambio de acople de baja,TEC-MEC,P01,4.0,1.0,HOR002,10016614X2,COND,10,Cambio de acople de baja de bomba,TEC-MEC,PM01,2.0,6.0,10016614X210,
922,10016614,X3,COND_MEC_BOMBA Cambio reductor de bomba,TEC-MEC,P01,4.0,1.0,HOR002,10016614X3,COND,10,Cambio de reductor de bomba,TEC-MEC,PM01,3.0,8.0,10016614X310,
923,10016614,X4,COND_MEC_BOMBA Mtto stuffing box carcasa,TEC-MEC,P01,4.0,1.0,HOR002,10016614X4,COND,10,Mtto stuffing box de carcasa de bomba,TEC-MEC,PM01,3.0,5.0,10016614X410,
924,10016614,X5,COND_MEC_BOMBA Cambio sellos portarodam,TEC-MEC,P01,4.0,1.0,HOR002,10016614X5,COND,10,Cambio de sellos portarodamientos bomba,TEC-MEC,PM01,3.0,3.0,10016614X510,
925,10016614,X6,COND_MEC_BOMBA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10016614X6,COND,10,Cambio de rodamientos de bomba,TEC-MEC,PM01,3.0,6.0,10016614X610,
926,10016614,X7,COND_MEC_BOMBA Cambio eje portarodamient,TEC-MEC,P01,4.0,1.0,HOR002,10016614X7,COND,10,Cambio eje portarodamientos de bomba,TEC-MEC,PM01,3.0,3.0,10016614X710,
927,10016614,X8,COND_MEC_BOMBA Cambio de spool de bomba,TEC-MEC,P01,4.0,1.0,HOR002,10016614X8,COND,10,Cambio de spool de bomba,TEC-MEC,PM01,4.0,8.0,10016614X810,
928,10016614,Y1,COND_ELE_BOMBA Cambio rodamientos motor,TEC-ELE,P01,4.0,1.0,HOR002,10016614Y1,COND,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,14.0,10016614Y110,
929,10016614,W1,COND_INS_BOMBA Cambio de instrumentos,TEC-INS,P01,4.0,1.0,HOR002,10016614W1,COND,10,Cambio instrumentos de bomba,TEC-INS,PM01,2.0,2.0,10016614W110,
930,10016614,Z1,COND_PRED_BOMBA Alineamiento acople alta,TEC-PRD,P01,4.0,1.0,HOR002,10016614Z1,COND,10,Alineamiento de acople de alta de bomba,TEC-PRD,PM01,3.0,2.0,10016614Z110,
931,10016614,Z2,COND_PRED_BOMBA Alineamiento acople baja,TEC-PRD,P01,4.0,1.0,HOR002,10016614Z2,COND,10,Alineamiento acople de baja de bomba,TEC-PRD,PM01,3.0,2.0,10016614Z210,
932,10016633,X1,COND_MEC_CELDA Camb botella y rodamient,TEC-MEC,P01,4.0,1.0,HOR002,10016633X1,COND,10,Cambio de botella y/o rodamientos,TEC-MEC,PM01,2.0,8.0,10016633X110,
933,10016633,X2,COND_MEC_CELDA Camb correas sist motriz,TEC-MEC,P01,4.0,1.0,HOR002,10016633X2,COND,10,Cambio de correas de sistema motriz,TEC-MEC,PM01,2.0,4.0,10016633X210,
934,10016633,X3,COND_MEC_CELDA Camb poleas sist motriz,TEC-MEC,P01,4.0,1.0,HOR002,10016633X3,COND,10,Cambio de poleas de sistema motriz,TEC-MEC,PM01,2.0,4.0,10016633X310,
935,10016633,X4,COND_MEC_CELDA Camb guarda sist motriz,TEC-MEC,P01,4.0,1.0,HOR002,10016633X4,COND,10,Cambio de guarda de sistema motriz,TEC-MEC,PM01,1.0,2.0,10016633X410,
936,10016633,Y1,COND_ELE_CELDA Cambio rodamientos motor,TEC-ELE,P01,4.0,1.0,HOR002,10016633Y1,COND,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,5.0,10016633Y110,
937,10016633,W1,COND_INS_CELDA Cambio de instrumentos,TEC-INS,P01,4.0,1.0,HOR002,10016633W1,COND,10,Cambio de instrumentos de la celda,TEC-INS,PM01,2.0,2.0,10016633W110,
938,10016633,Z1,COND_PRED_CELDA Alineam fajas sis.motriz,TEC-PRD,P01,4.0,1.0,HOR002,10016633Z1,COND,10,Alineamiento de fajas de sistema motriz,TEC-PRD,PM01,2.0,3.0,10016633Z110,
939,10016634,X1,COND_MEC_CELDA Camb botella y rodamient,TEC-MEC,P01,4.0,1.0,HOR002,10016634X1,COND,10,Cambio de botella y/o rodamientos,TEC-MEC,PM01,2.0,8.0,10016634X110,
940,10016634,X2,COND_MEC_CELDA Camb correas sist motriz,TEC-MEC,P01,4.0,1.0,HOR002,10016634X2,COND,10,Cambio de correas de sistema motriz,TEC-MEC,PM01,2.0,4.0,10016634X210,
941,10016634,X3,COND_MEC_CELDA Camb poleas sist motriz,TEC-MEC,P01,4.0,1.0,HOR002,10016634X3,COND,10,Cambio de poleas de sistema motriz,TEC-MEC,PM01,2.0,4.0,10016634X310,
942,10016634,X4,COND_MEC_CELDA Camb guarda sist motriz,TEC-MEC,P01,4.0,1.0,HOR002,10016634X4,COND,10,Cambio de guarda de sistema motriz,TEC-MEC,PM01,1.0,2.0,10016634X410,
943,10016634,Y1,COND_ELE_CELDA Cambio rodamientos motor,TEC-ELE,P01,4.0,1.0,HOR002,10016634Y1,COND,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,5.0,10016634Y110,
944,10016634,W1,COND_INS_CELDA Cambio de instrumentos,TEC-INS,P01,4.0,1.0,HOR002,10016634W1,COND,10,Cambio de instrumentos de la celda,TEC-INS,PM01,2.0,2.0,10016634W110,
945,10016634,Z1,COND_PRED_CELDA Alineam fajas sis.motriz,TEC-PRD,P01,4.0,1.0,HOR002,10016634Z1,COND,10,Alineamiento de fajas de sistema motriz,TEC-PRD,PM01,2.0,3.0,10016634Z110,
946,10016637,X1,COND_MEC_CELDA Camb botella y rodamient,TEC-MEC,P01,4.0,1.0,HOR002,10016637X1,COND,10,Cambio de botella y/o rodamientos,TEC-MEC,PM01,2.0,8.0,10016637X110,
947,10016637,X2,COND_MEC_CELDA Camb correas sist motriz,TEC-MEC,P01,4.0,1.0,HOR002,10016637X2,COND,10,Cambio de correas de sistema motriz,TEC-MEC,PM01,2.0,4.0,10016637X210,
948,10016637,X3,COND_MEC_CELDA Camb poleas sist motriz,TEC-MEC,P01,4.0,1.0,HOR002,10016637X3,COND,10,Cambio de poleas de sistema motriz,TEC-MEC,PM01,2.0,4.0,10016637X310,
949,10016637,X4,COND_MEC_CELDA Camb guarda sist motriz,TEC-MEC,P01,4.0,1.0,HOR002,10016637X4,COND,10,Cambio de guarda de sistema motriz,TEC-MEC,PM01,1.0,2.0,10016637X410,
950,10016637,Y1,COND_ELE_CELDA Cambio rodamientos motor,TEC-ELE,P01,4.0,1.0,HOR002,10016637Y1,COND,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,5.0,10016637Y110,
951,10016637,W1,COND_INS_CELDA Cambio de instrumentos,TEC-INS,P01,4.0,1.0,HOR002,10016637W1,COND,10,Cambio de instrumentos de la celda,TEC-INS,PM01,2.0,2.0,10016637W110,
952,10016637,W2,COND_INS_CELDA Camb instr cajon conc,TEC-INS,P01,4.0,1.0,HOR002,10016637W2,COND,10,Cambio de instr del cajon concentrado,TEC-INS,PM01,2.0,2.0,10016637W210,
953,10016637,Z1,COND_PRED_CELDA Alineam fajas sis.motriz,TEC-PRD,P01,4.0,1.0,HOR002,10016637Z1,COND,10,Alineamiento de fajas de sistema motriz,TEC-PRD,PM01,2.0,3.0,10016637Z110,
954,10016638,X1,COND_MEC_CELDA Camb botella y rodamient,TEC-MEC,P01,4.0,1.0,HOR002,10016638X1,COND,10,Cambio de botella y/o rodamientos,TEC-MEC,PM01,2.0,8.0,10016638X110,
955,10016638,X2,COND_MEC_CELDA Camb correas sist motriz,TEC-MEC,P01,4.0,1.0,HOR002,10016638X2,COND,10,Cambio de correas de sistema motriz,TEC-MEC,PM01,2.0,4.0,10016638X210,
956,10016638,X3,COND_MEC_CELDA Camb poleas sist motriz,TEC-MEC,P01,4.0,1.0,HOR002,10016638X3,COND,10,Cambio de poleas de sistema motriz,TEC-MEC,PM01,2.0,4.0,10016638X310,
957,10016638,X4,COND_MEC_CELDA Camb guarda sist motriz,TEC-MEC,P01,4.0,1.0,HOR002,10016638X4,COND,10,Cambio de guarda de sistema motriz,TEC-MEC,PM01,1.0,2.0,10016638X410,
958,10016638,Y1,COND_ELE_CELDA Cambio rodamientos motor,TEC-ELE,P01,4.0,1.0,HOR002,10016638Y1,COND,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,5.0,10016638Y110,
959,10016638,W1,COND_INS_CELDA Cambio de instrumentos,TEC-INS,P01,4.0,1.0,HOR002,10016638W1,COND,10,Cambio de instrumentos de la celda,TEC-INS,PM01,2.0,2.0,10016638W110,
960,10016638,W2,COND_INS_CELDA Camb instr cajon conc,TEC-INS,P01,4.0,1.0,HOR002,10016638W2,COND,10,Cambio de instr del cajon concentrado,TEC-INS,PM01,2.0,2.0,10016638W210,
961,10016638,Z1,COND_PRED_CELDA Alineam fajas sis.motriz,TEC-PRD,P01,4.0,1.0,HOR002,10016638Z1,COND,10,Alineamiento de fajas de sistema motriz,TEC-PRD,PM01,2.0,3.0,10016638Z110,
962,10016627,X1,COND_MEC_CELDA Alinear acoples reductor,TEC-MEC,P01,4.0,1.0,HOR002,10016627X1,COND,10,Alinear acople baja y alta de reductor,TEC-MEC,PM01,2.0,3.0,10016627X110,
963,10016627,X2,COND_MEC_CELDA Cambio d reductor d celda,TEC-MEC,P01,4.0,1.0,HOR002,10016627X2,COND,10,Cambio de reductor de celda,TEC-MEC,PM01,3.0,4.0,10016627X210,
964,10016627,X3,COND_MEC_CELDA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10016627X3,COND,10,Camb rodamientos de reductor de celda,TEC-MEC,PM01,2.0,36.0,10016627X310,
965,10016627,Y1,COND_ELE_CELDA Cambio rodamientos motor,TEC-ELE,P01,4.0,1.0,HOR002,10016627Y1,COND,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,5.0,10016627Y110,
966,10016627,W1,COND_INS_CELDA Cambio de instrumentos,TEC-INS,P01,4.0,1.0,HOR002,10016627W1,COND,10,Cambio de instrumentos de la celda,TEC-INS,PM01,2.0,2.0,10016627W110,
967,10016627,W2,COND_INS_CELDA Cambio instrumentos motor,TEC-INS,P01,4.0,1.0,HOR002,10016627W2,COND,10,Cambio instrumentos de motor de celda,TEC-INS,PM01,2.0,2.0,10016627W210,
968,10016628,X1,COND_MEC_CELDA Alinear acoples reductor,TEC-MEC,P01,4.0,1.0,HOR002,10016628X1,COND,10,Alinear acople baja y alta de reductor,TEC-MEC,PM01,2.0,3.0,10016628X110,
969,10016628,X2,COND_MEC_CELDA Cambio d reductor d celda,TEC-MEC,P01,4.0,1.0,HOR002,10016628X2,COND,10,Cambio de reductor de celda,TEC-MEC,PM01,3.0,4.0,10016628X210,
970,10016628,X3,COND_MEC_CELDA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10016628X3,COND,10,Camb rodamientos de reductor de celda,TEC-MEC,PM01,2.0,36.0,10016628X310,
971,10016628,Y1,COND_ELE_CELDA Cambio rodamientos motor,TEC-ELE,P01,4.0,1.0,HOR002,10016628Y1,COND,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,5.0,10016628Y110,
972,10016628,W1,COND_INS_CELDA Cambio de instrumentos,TEC-INS,P01,4.0,1.0,HOR002,10016628W1,COND,10,Cambio de instrumentos de la celda,TEC-INS,PM01,2.0,2.0,10016628W110,
973,10016628,W2,COND_INS_CELDA Cambio instrumentos motor,TEC-INS,P01,4.0,1.0,HOR002,10016628W2,COND,10,Cambio instrumentos de motor de celda,TEC-INS,PM01,2.0,2.0,10016628W210,
974,10016629,X1,COND_MEC_CELDA Alinear acoples reductor,TEC-MEC,P01,4.0,1.0,HOR002,10016629X1,COND,10,Alinear acople baja y alta de reductor,TEC-MEC,PM01,2.0,3.0,10016629X110,
975,10016629,X2,COND_MEC_CELDA Cambio d reductor d celda,TEC-MEC,P01,4.0,1.0,HOR002,10016629X2,COND,10,Cambio de reductor de celda,TEC-MEC,PM01,3.0,4.0,10016629X210,
976,10016629,X3,COND_MEC_CELDA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10016629X3,COND,10,Camb rodamientos de reductor de celda,TEC-MEC,PM01,2.0,36.0,10016629X310,
977,10016629,Y1,COND_ELE_CELDA Cambio rodamientos motor,TEC-ELE,P01,4.0,1.0,HOR002,10016629Y1,COND,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,5.0,10016629Y110,
978,10016629,W1,COND_INS_CELDA Cambio de instrumentos,TEC-INS,P01,4.0,1.0,HOR002,10016629W1,COND,10,Cambio de instrumentos de la celda,TEC-INS,PM01,2.0,2.0,10016629W110,
979,10016629,W2,COND_INS_CELDA Cambio instrumentos motor,TEC-INS,P01,4.0,1.0,HOR002,10016629W2,COND,10,Cambio instrumentos de motor de celda,TEC-INS,PM01,2.0,2.0,10016629W210,
980,10016630,X1,COND_MEC_CELDA Alinear acoples reductor,TEC-MEC,P01,4.0,1.0,HOR002,10016630X1,COND,10,Alinear acople baja y alta de reductor,TEC-MEC,PM01,2.0,3.0,10016630X110,
981,10016630,X2,COND_MEC_CELDA Cambio d reductor d celda,TEC-MEC,P01,4.0,1.0,HOR002,10016630X2,COND,10,Cambio de reductor de celda,TEC-MEC,PM01,3.0,4.0,10016630X210,
982,10016630,X3,COND_MEC_CELDA Cambio de rodamientos,TEC-MEC,P01,4.0,1.0,HOR002,10016630X3,COND,10,Camb rodamientos de reductor de celda,TEC-MEC,PM01,2.0,36.0,10016630X310,
983,10016630,Y1,COND_ELE_CELDA Cambio rodamientos motor,TEC-ELE,P01,4.0,1.0,HOR002,10016630Y1,COND,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,5.0,10016630Y110,
984,10016630,W1,COND_INS_CELDA Cambio de instrumentos,TEC-INS,P01,4.0,1.0,HOR002,10016630W1,COND,10,Cambio de instrumentos de la celda,TEC-INS,PM01,2.0,2.0,10016630W110,
985,10016630,W2,COND_INS_CELDA Cambio instrumentos motor,TEC-INS,P01,4.0,1.0,HOR002,10016630W2,COND,10,Cambio de instr del cajon concentrado,TEC-INS,PM01,2.0,2.0,10016630W210,
986,10016630,W3,COND_INS_CELDA Cambio instrumentos motor,TEC-INS,P01,4.0,1.0,HOR002,10016630W3,COND,10,Cambio instrumentos de motor de celda,TEC-INS,PM01,2.0,2.0,10016630W310,
987,10016621,W1,COND_INS_CELDA Camb instrumentos celda,TEC-INS,P01,4.0,1.0,HOR002,10016621W1,COND,10,Cambio instrumentos de celda,TEC-INS,PM01,2.0,2.0,10016621W110,
988,10017077,X1,COND_MEC_COMPR Camb mangueras compresor,TEC-MEC,P01,4.0,1.0,HOR002,10017077X1,COND,10,Cambio de mangueras de compresor,TEC-MEC,PM01,2.0,2.0,10017077X110,
989,10017077,X2,COND_MEC_COMPR Camb valvulas acumulador,TEC-MEC,P01,4.0,1.0,HOR002,10017077X2,COND,10,Camb valvulas de acumulador de aire,TEC-MEC,PM01,2.0,2.0,10017077X210,
990,10017077,Y1,COND_ELE_COMPR Cambio rodamientos motor,TEC-ELE,P01,4.0,1.0,HOR002,10017077Y1,COND,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,8.0,10017077Y110,
991,10017077,W1,COND_INS_COMPR Cambio de instrumentos,TEC-INS,P01,4.0,1.0,HOR002,10017077W1,COND,10,Cambio instrumentos de compresor,TEC-INS,PM01,2.0,2.0,10017077W110,
992,10016725,X1,COND_MEC_COMPR Camb mangueras compresor,TEC-MEC,P01,4.0,1.0,HOR002,10016725X1,COND,10,Cambio de mangueras de compresor,TEC-MEC,PM01,2.0,2.0,10016725X110,
993,10016725,X2,COND_MEC_COMPR Camb valvulas acumulador,TEC-MEC,P01,4.0,1.0,HOR002,10016725X2,COND,10,Camb valvulas de acumulador de aire,TEC-MEC,PM01,2.0,2.0,10016725X210,
994,10016725,Y1,COND_ELE_COMPR Cambio rodamientos motor,TEC-ELE,P01,4.0,1.0,HOR002,10016725Y1,COND,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,8.0,10016725Y110,
995,10016725,W1,COND_INS_COMPR Cambio de instrumentos,TEC-INS,P01,4.0,1.0,HOR002,10016725W1,COND,10,Cambio instrumentos de compresor,TEC-INS,PM01,2.0,2.0,10016725W110,
996,10016665,X1,COND_MEC_COMPR Camb componentes neumatic,TEC-MEC,P01,4.0,1.0,HOR002,10016665X1,COND,10,Cambio d componentes neumaticos d comp,TEC-MEC,PM01,2.0,2.0,10016665X110,
997,10016665,X2,COND_MEC_COMPR Camb valvulas acumulador,TEC-MEC,P01,4.0,1.0,HOR002,10016665X2,COND,10,Camb valvulas de acumulador de aire,TEC-MEC,PM01,2.0,2.0,10016665X210,
998,10016665,Y1,COND_ELE_COMPR Cambio rodamientos motor,TEC-ELE,P01,4.0,1.0,HOR002,10016665Y1,COND,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,8.0,10016665Y110,
999,10016665,W1,COND_INS_COMPR Cambio de instrumentos,TEC-INS,P01,4.0,1.0,HOR002,10016665W1,COND,10,Cambio instrumentos de compresor,TEC-INS,PM01,2.0,2.0,10016665W110,
1000,10016666,X1,COND_MEC_COMPR Camb componentes neumatic,TEC-MEC,P01,4.0,1.0,HOR002,10016666X1,COND,10,Cambio de componentes de compresor,TEC-MEC,PM01,2.0,2.0,10016666X110,
1001,10016666,X2,COND_MEC_COMPR Camb valvulas acumulador,TEC-MEC,P01,4.0,1.0,HOR002,10016666X2,COND,10,Camb valvulas de acumulador de aire,TEC-MEC,PM01,2.0,2.0,10016666X210,
1002,10016666,Y1,COND_ELE_COMPR Cambio rodamientos motor,TEC-ELE,P01,4.0,1.0,HOR002,10016666Y1,COND,10,Cambio de rodamientos de motor,TEC-ELE,PM01,2.0,8.0,10016666Y110,
1003,10016666,W1,COND_INS_COMPR Cambio de instrumentos,TEC-INS,P01,4.0,1.0,HOR002,10016666W1,COND,10,Cambio instrumentos de compresor,TEC-INS,PM01,2.0,2.0,10016666W110,
