,key_dutie,Primary task detail activity,Maintenance type,Specialist,Constraint,Time,Amount Craft,Frequency,Unidad Periodo,Date task done,Man hour,Strategy
401,2133-CR-202|01-08-02,"Fijar el eje del equipo para desmontar las fajas de transmisión. Retirar las fajas de transmisión una por una rotando el equipo lentamente. Verificar con galgas el desgaste de las poleas de transmisión, de ser necesario cambiar poleas de transmisión. Montar las fajas de transmisión una por una rotando el equipo lentamente y tensar las mismas( verificar en todo momento el alineamiento antes de fijar los componentes en su posición final).",PREV,TEC-MEC,DET,4.0,2,4000.0,H,2021-04-01,8.0,4000H
402,2133-CR-202|01-08-04,"Verificar el nivel de la placa base de los equipos (corregir de ser el caso), diagnosticar el alineamiento de las poleas con equipo laser (tomar como referencia los canales en las poleas más no las caras laterales de la polea), desmontar las fajas, realizar la corrección del alineamiento, montar las fajas (de ser necesario realizar el cambio de las mismas), revisar el tensado de las fajas, revisar el alineamiento final con el equipo laser.",PREV,TEC-MEC,DET,1.0,2,4000.0,H,2021-04-01,2.0,4000H
403,2133-CR-202|01-09-01,Comprobar el nivel de aceite del contraeje.,LUBR,TEC-MEC,DET,0.25,1,165.0,H,2021-04-01,0.25,165H
404,2133-CR-202|01-09-03,"Determinar el desgaste de los casquillos( interno y externo) del contraeje, determinar su condición y cambiar los componentes de ser necesario.",PREV,TEC-MEC,DET,48.0,3,8000.0,H,2021-04-01,144.0,8000H
405,2133-CR-202|01-09-05,Determinar el desgaste de las placas de protección del contraeje y de los pernos de sujeción . Cambiar de ser necesario.,PREV,TEC-MEC,DET,4.0,2,8000.0,H,2021-04-01,8.0,8000H
406,2133-CR-202|02-01-01,"Verificar el estado de desgaste de la tolva, limpiar los elementos atrapados.",INSP,TEC-MEC,DET,2.0,2,165.0,H,2021-04-01,4.0,165H
407,2133-CR-202|02-01-02,"Verificar el desgaste de los revestimiento, los elementos de unión y el estado de las cuñas.",INSP,TEC-MEC,DET,2.0,2,165.0,H,2021-04-01,4.0,165H
408,2133-CR-202|02-01-03,Verificar los hilos de la rosca del bowl. (desgaste y posibles deformaciones).,INSP,TEC-MEC,DET,4.0,3,660.0,H,2021-04-01,12.0,660H
409,2133-CR-202|02-01-04,"Retirar la tolva para poder acceder al tazón, desajuste las cuñas, desmontar el revestimiento, cambiar el componente, asegurar, tensar las cuñas y montar la tolva.",PREV,TEC-MEC,DET,8.0,5,660.0,H,2021-04-01,40.0,660H
410,2133-CR-202|02-01-08,"Realizar el cambio de anillo de ajuste de la chancadora, inicialmente a una frecuencia anual o acorde a condición.",PREV,TEC-MEC,DET,6.0,4,8000.0,H,2021-04-01,24.0,8000H
411,2133-CR-202|02-02-01,"Verificar posibles fugas de aceite por los sellos (T y U) y verificar el desgaste de los elementos como el cojinete esférico, el manto y el cojinete de cabeza.",INSP,TEC-MEC,DET,2.0,2,660.0,H,2021-04-01,4.0,660H
412,2133-CR-202|02-02-02,Inspeccionar dimensionalmente las bocinas para determinar posibles desgastes.,INSP,TEC-MEC,DET,4.0,3,4000.0,H,2021-04-01,12.0,4000H
413,2133-CR-202|02-02-04,"Verificar el desgaste del manto y del asiento en la cabeza. Reemplazar el manto de ser necesario. Desmontar la contratuerca, limpiar el asiento en la cabeza, montar el nuevo manto, montar el aro de ajuste y la contratuerca para asegurar el conjunto.",PREV,TEC-MEC,DET,8.0,4,660.0,H,2021-04-01,32.0,660H
414,2133-CR-202|02-02-07,"Inspeccionar el orificio de la cabeza en busca de ranuras, estrías o puntos rugosos, ya que, si existen deben suavizarse. Además, controle el orificio para asegurarse de que no se haya agrandado o encogido por la presencia de calor.",INSP,TEC-MEC,DET,4.0,2,8000.0,H,2021-04-01,8.0,8000H
415,2133-CR-202|02-03-01,"Verificar los elementos del aro de ajuste como son el sello de la tapa de ajuste, la carcaza anti polvo, cilindros de sujeción y el propio aro de ajuste.",INSP,TEC-MEC,DET,2.0,2,8000.0,H,2021-04-01,4.0,8000H
416,2133-CR-202|02-03-03,"Verificar el desgaste, medir la distancia desde la saliente del gato de limpieza, ubicado debajo de la brida del armazón principal, hasta la superficie inferior del aro de ajuste en los cuatro puntos. Cambiar los elementos de presentarse un desgaste por encima de los datos sugeridos por el fabricantes.",INSP,TEC-MEC,DET,3.0,2,660.0,H,2021-04-01,6.0,660H
417,2133-CR-202|02-03-04,"Verificarla presión del gas del acumulador (69 bar / 1000 PSI) . Verificar el estado de los componentes como la válvula, el acumulador, el manometro, válvula del tanque y de purga.",INSP,TEC-MEC,MAR,2.0,2,660.0,H,2021-04-01,4.0,660H
418,2133-CR-202|02-03-05,Verificarla el desgaste el desgaste en los hilos del aro de ajuste.,INSP,TEC-MEC,DET,2.0,2,660.0,H,2021-04-01,4.0,660H
419,2133-CR-202|02-04-03,"Verificar el desgaste en las superficies del eje principal, verificar juegos u holguras entre el asiento del eje y los cojinetes.",INSP,TEC-MEC,DET,4.0,3,4000.0,H,2021-04-01,12.0,4000H
420,2133-CR-202|02-05-01,"Determinar el desgaste, mellas y rayaduras en el orificio de asentamiento del eje principal, verificar las medidas y la conicidad del orificio (control dimensional).",INSP,TEC-MEC,DET,4.0,2,4000.0,H,2021-04-01,8.0,4000H
421,2133-CR-202|02-05-02,"Verificar si el casquillo excéntrico y las bocinas presentan indicios de movimiento, desgaste excesivo y que no se hayan retraído (realizar control dimensional), de ser necesario cambiar el componente.",INSP,TEC-MEC,DET,4.0,2,4000.0,H,2021-04-01,8.0,4000H
422,2133-CR-202|02-05-05,"Verificar el nivel de lubricación, el desgaste y la corrosión en los dientes del engranaje cónico, de presentarse un deterioro excesivo cambiar el componente a condición.",INSP,TEC-MEC,DET,2.0,2,660.0,H,2021-04-01,4.0,660H
423,2133-CR-202|02-05-06,La regulación del juego entre engranajes se dará a través del juego de aumentar o quitar cuñas debajo del cojinete de empuje superior hasta regular el juego entre el engranaje y en contraeje.,PREV,TEC-MEC,DET,4.0,4,4000.0,H,2021-04-01,16.0,4000H
424,2133-CR-202|02-05-08,"Verificar el desgaste del protector del contrapeso, el estado y ajuste de los elementos de unión, verificar estado de sellos.",INSP,TEC-MEC,DET,4.0,2,4000.0,H,2021-04-01,8.0,4000H
425,2133-CR-202|02-06-01,"Verificar los revestimientos y los protectores de la estructura, revisar los pasadores y casquillos de la estructura.",INSP,TEC-MEC,DET,4.0,2,660.0,H,2021-04-01,8.0,660H
426,2133-CR-202|03-01-01,"Limpiar y verificar el estado de los radiadores y de las válvulas del sistema, los elementos de unión. Verificar si se presenta vibración y ruidos anormales en el sistema. Cambiar los elementos de ser necesario.",INSP,TEC-MEC,DET,2.0,2,165.0,H,2021-04-01,4.0,165H
427,2133-CR-202|03-02-01,"Limpiar y verificar el estado de los ventiladores, los elementos de unión, la vibración y ruidos. Realizar la limpieza de paneles del sistema de enfriamiento.",INSP,TEC-MEC,DET,2.0,2,165.0,H,2021-04-01,4.0,165H
428,2133-CR-202|04-01-01,"Inspeccionar si se presentan fugas en el sistema de lubricación . Verificar la cantidad, la temperatura (en puntos de presión y retorno de aceite) y la presión del aceite del sistema de lubricación.",INSP,TEC-MEC,MAR,1.0,2,165.0,H,2021-04-01,2.0,165H
429,2133-CR-202|04-01-02,"Verificar los indicadores de contaminación del filtro del sistema de lubricación ( cuando el lector indique 2.4 bar/ 35 PSI) , en caso necesario cambiar el filtro.",INSP,TEC-MEC,MAR,1.0,2,165.0,H,2021-04-01,2.0,165H
430,2133-CR-202|04-01-03,Cambiar el componente del sistema de lubricación a la frecuencia determinada o bajo condición. Realizar el cambio del filtro de retorno de lubricación del sistema.,PREV,TEC-MEC,MAR,1.0,2,660.0,H,2021-04-01,2.0,660H
431,2133-CR-202|04-01-04,Determinar el estado de las bombas del sistema de lubricación( presión y caudal de trabajo).,INSP,TEC-MEC,MAR,1.0,2,165.0,H,2021-04-01,2.0,165H
432,2133-CR-202|04-01-05,Comprobar el nivel de aceite en el depósito del sistema de lubricación. Aumentar de ser necesario.,INSP,TEC-MEC,DET,0.5,2,660.0,H,2021-04-01,1.0,660H
433,2133-CR-202|04-01-06,"Comprobar el estado del respiradero en el depósito de aceite, limpiar o cambiar en caso sea necesario.",INSP,TEC-MEC,DET,0.5,2,165.0,H,2021-04-01,1.0,165H
434,2133-CR-202|04-01-07,Realizar el muestreo de aceite de la unidad de lubricación de la chancadora.,PREV,TEC-MEC,MAR,2.0,2,2000.0,H,2021-04-01,4.0,2000H
435,2133-CR-202|04-01-08,"Efectuar el cambio del aceite, drenar el tanque, limpiar con solvente industrial y rellenar el tanque con el nuevo aceite.",PREV,TEC-MEC,MAR,12.0,5,2000.0,H,2021-04-01,60.0,2000H
436,2133-CR-202|05-01-01,Inspeccionar si se presentan fugas en el sistema y verificar la presión en el sistema hidráulico.,INSP,TEC-MEC,MAR,1.0,2,165.0,H,2021-04-01,2.0,165H
437,2133-CR-202|05-01-02,"Verificar los indicadores de contaminación del filtro del sistema hidráulico, en caso necesario cambiar el filtro.",INSP,TEC-MEC,DET,0.5,2,165.0,H,2021-04-01,1.0,165H
438,2133-CR-202|05-01-03,Cambiar el componente del sistema de lubricación a la frecuencia determinada o bajo condición.,PREV,TEC-MEC,MAR,1.0,2,660.0,H,2021-04-01,2.0,660H
439,2133-CR-202|05-01-04,Comprobar el nivel de aceite en el depósito del sistema hidráulico.,INSP,TEC-MEC,DET,0.5,2,165.0,H,2021-04-01,1.0,165H
440,2133-CR-202|05-01-05,"Realizar el muestreo de aceite del sistema hidráulico, realizar el cambio de aceite de presentar anomalías.",PREV,TEC-MEC,MAR,2.0,2,2000.0,H,2021-04-01,4.0,2000H
441,2133-CR-202|05-01-06,"Efectuar el cambio del aceite, drenar el tanque, limpiar con solvente industrial y rellenar el tanque con el nuevo aceite.",PREV,TEC-MEC,MAR,4.0,2,2000.0,H,2021-04-01,8.0,2000H
442,2133-CR-202|05-01-07,"Verificar el estado de funcionamiento de la bomba hidráulica, acople (motor-bomba) el módulo de válvulas y el acumulador. Cambiar el /los componentes de ser necesario.",INSP,TEC-MEC,DET,2.0,2,165.0,H,2021-04-01,4.0,165H
443,2133-CR-202|05-01-08,"Verificar el estado de los componentes como son el motor hidráulico, los piñones, los reductores y los frenos hidráulicos. Cambiar el / los componentes de ser necesario.",INSP,TEC-MEC,DET,4.0,2,660.0,H,2021-04-01,8.0,660H
444,2133-CR-202|05-01-09,Verificar el estado de los pistones y del acumulador del sistema del aro de ajuste. Cambiar el/los componentes de ser necesario.,INSP,TEC-MEC,MAR,4.0,2,660.0,H,2021-04-01,8.0,660H
445,2133-CR-202|05-01-10,Verificar el estado de los cilindros de liberación del aro de ajuste. Cambiar el/los componentes de ser necesario.,INSP,TEC-MEC,MAR,2.0,2,165.0,H,2021-04-01,4.0,165H
446,2133-CR-202|05-01-12,Realizar el cambio de aceite del reductor planetario a las 20000H.,PREV,TEC-MEC,DET,6.0,3,2000.0,H,2021-04-01,18.0,2000H
447,2133-CR-202|07-03-01,"Limpiar y verificar el estado del soplador, los elementos de unión, la vibración y ruidos.",INSP,TEC-MEC,DET,1.0,2,660.0,H,2021-04-01,2.0,660H
448,2133-CR-202|07-03-02,Realizar el cambio del filtro de succión del soplador de la chancadora.,INSP,TEC-MEC,DET,3.0,2,4000.0,H,2021-04-01,6.0,4000H
449,4131-PU-401|01-03-01,Verificar ruido inusual y/o solturas en los elementos de unión del acople.,INSP,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
450,4131-PU-401|01-03-02,"Verificar ruido inusual y/o solturas en los elementos de unión del acople, ajustar elementos de unión y reemplazar acople de ser necesario.",INSP,TEC-MEC,DET,1.0,1,2000.0,H,2021-04-01,1.0,2000H
451,4131-PU-401|02-01-01,"Verificar el ajuste entre la placa lateral y el impulsor, verificar fuga por los pernos de unión y/o juntas de la carcasa, verificar condición de pernos de unión, verificar desgaste y/o corrosión de la carcasa.",INSP,TEC-MEC,MAR,0.5,2,660.0,H,2021-04-01,1.0,660H
452,4131-PU-401|02-01-02,"Verificar los parámetros de operación, de ser necesario algún desvio cambiar los componetes internos.",INSP,TEC-MEC,MAR,1.0,2,8000.0,H,2021-04-01,2.0,8000H
453,4131-PU-401|02-01-05,"Limpiar la parte externa del equipo, arenar y/o pintar la bomba para evitar corrosión y desgastes externos.",PREV,TEC-MEC,DET,5.0,2,8000.0,H,2021-04-01,10.0,8000H
454,4131-PU-401|02-02-01,"Verificar que no existan ruidos ni vibraciones inusuales, verificar la temperatura no exceda 80°C, verificar fugas de grasa por los sellos y/o juntas.",INSP,TEC-MEC,MAR,0.25,1,330.0,H,2021-04-01,0.25,330H
455,4131-PU-401|02-02-06,"Para una lubricación inicial, utilizar la bomba de grasa y suministrar xxx Gr. (Grasa NGLI 2 - MobilGrease XHP 222, lado impulsor xxx Gr. y lado acople xxx Gr.). Posteriormente para otras frecuencias de lubricaciones, utilizar la bomba de grasa y suministrar xxx Gr. (Grasa NGLI 2 - MobilGrease XHP 222, xx gramos lado impulsor y xx gramos lado acople). Frecuencia trimestral equivalente a xxxH.",LUBR,TEC-MEC,MAR,0.5,2,8000.0,H,2021-04-01,1.0,8000H
456,4131-PU-401|02-03-01,"Verificar fuga por sello mecánico, de ser necesario realizar el cambio del kit de reparación o el cambio total del sello.",INSP,TEC-MEC,MAR,0.25,2,330.0,H,2021-04-01,0.5,330H
457,4131-PU-407|02-01-01,"Verificar el ajuste entre la placa lateral y el impulsor, verificar fuga por los pernos de unión y/o juntas de la carcasa, verificar condición de pernos de unión, verificar desgaste y/o corrosión de la carcasa.",INSP,TEC-MEC,MAR,0.5,2,660.0,H,2021-04-01,1.0,660H
458,4131-PU-407|02-01-02,"Verificar los parámetros de operación, de ser necesario algún desvio cambiar los componetes internos.",INSP,TEC-MEC,MAR,1.0,2,8000.0,H,2021-04-01,2.0,8000H
459,4131-PU-407|02-01-05,"Limpiar la parte externa del equipo, arenar y/o pintar la bomba para evitar corrosión y desgastes externos.",PREV,TEC-MEC,DET,5.0,2,8000.0,H,2021-04-01,10.0,8000H
460,4131-PU-407|02-02-01,"Verificar que no existan ruidos ni vibraciones inusuales, verificar la temperatura no exceda 80°C, verificar fugas de grasa por los sellos y/o juntas.",INSP,TEC-MEC,MAR,0.25,1,330.0,H,2021-04-01,0.25,330H
461,4131-PU-407|02-02-06,"Para una lubricación inicial, utilizar la bomba de grasa y suministrar xxx Gr. (Grasa NGLI 2 - MobilGrease XHP 222, lado impulsor xxx Gr. y lado acople xxx Gr.). Posteriormente para otras frecuencias de lubricaciones, utilizar la bomba de grasa y suministrar xxx Gr. (Grasa NGLI 2 - MobilGrease XHP 222, xx gramos lado impulsor y xx gramos lado acople). Frecuencia trimestral equivalente a xxxH.",LUBR,TEC-MEC,MAR,0.5,2,8000.0,H,2021-04-01,1.0,8000H
462,4131-PU-407|02-03-01,"Verificar fuga por sello mecánico, de ser necesario realizar el cambio del kit de reparación o el cambio total del sello.",INSP,TEC-MEC,MAR,0.25,2,330.0,H,2021-04-01,0.5,330H
463,4131-PU-410|01-03-01,Verificar ruido inusual y/o solturas en los elementos de unión del acople.,INSP,TEC-MEC,MAR,0.25,1,660.0,H,2021-04-01,0.25,660H
464,4131-PU-410|01-03-02,"Verificar ruido inusual y/o solturas en los elementos de unión del acople, ajustar elementos de unión y reemplazar acople de ser necesario.",INSP,TEC-MEC,DET,1.0,1,2000.0,H,2021-04-01,1.0,2000H
465,4131-PU-410|02-01-01,"Verificar el ajuste entre la placa lateral y el impulsor, verificar fuga por los pernos de unión y/o juntas de la carcasa, verificar condición de pernos de unión, verificar desgaste y/o corrosión de la carcasa.",INSP,TEC-MEC,MAR,0.5,2,660.0,H,2021-04-01,1.0,660H
466,4131-PU-410|02-01-02,"Verificar los parámetros de operación, de ser necesario algún desvio cambiar los componetes internos.",INSP,TEC-MEC,MAR,1.0,2,8000.0,H,2021-04-01,2.0,8000H
467,4131-PU-410|02-01-05,"Limpiar la parte externa del equipo, arenar y/o pintar la bomba para evitar corrosión y desgastes externos.",PREV,TEC-MEC,DET,5.0,2,8000.0,H,2021-04-01,10.0,8000H
468,4131-PU-410|02-02-01,"Verificar que no existan ruidos ni vibraciones inusuales, verificar la temperatura no exceda 80°C, verificar fugas de grasa por los sellos y/o juntas.",INSP,TEC-MEC,MAR,0.25,1,330.0,H,2021-04-01,0.25,330H
469,4131-PU-410|02-02-06,"Para una lubricación inicial, utilizar la bomba de grasa y suministrar xxx Gr. (Grasa NGLI 2 - MobilGrease XHP 222, lado impulsor xxx Gr. y lado acople xxx Gr.). Posteriormente para otras frecuencias de lubricaciones, utilizar la bomba de grasa y suministrar xxx Gr. (Grasa NGLI 2 - MobilGrease XHP 222, xx gramos lado impulsor y xx gramos lado acople). Frecuencia trimestral equivalente a xxxH.",LUBR,TEC-MEC,MAR,0.5,2,8000.0,H,2021-04-01,1.0,8000H
470,4131-PU-410|02-03-01,"Verificar fuga por sello mecánico, de ser necesario realizar el cambio del kit de reparación o el cambio total del sello.",INSP,TEC-MEC,MAR,0.25,2,330.0,H,2021-04-01,0.5,330H
471,4131-PU-434A|02-01-01,"Verificar el ajuste entre la placa lateral y el impulsor, verificar fuga por los pernos de unión y/o juntas de la carcasa, verificar condición de pernos de unión, verificar desgaste y/o corrosión de la carcasa.",INSP,TEC-MEC,MAR,0.5,2,660.0,H,2021-04-01,1.0,660H
472,4131-PU-434A|02-01-02,"Verificar los parámetros de operación, de ser necesario algún desvio cambiar los componetes internos.",INSP,TEC-MEC,MAR,1.0,2,8000.0,H,2021-04-01,2.0,8000H
473,4131-PU-434A|02-01-05,"Limpiar la parte externa del equipo, arenar y/o pintar la bomba para evitar corrosión y desgastes externos. Realizar el cambio de carcasa de ser necesario.",PREV,TEC-MEC,DET,5.0,2,8000.0,H,2021-04-01,10.0,8000H
474,4131-PU-434A|02-02-01,"Verificar que no existan ruidos ni vibraciones inusuales, verificar la temperatura no exceda 80°C, verificar fugas de grasa por los sellos y/o juntas.",INSP,TEC-MEC,MAR,0.25,1,330.0,H,2021-04-01,0.25,330H
475,4131-PU-434A|02-02-06,"Para una lubricación inicial, utilizar la bomba de grasa y suministrar xxx Gr. (Grasa NGLI 2 - MobilGrease XHP 222, lado impulsor xxx Gr. y lado acople xxx Gr.). Posteriormente para otras frecuencias de lubricaciones, utilizar la bomba de grasa y suministrar xxx Gr. (Grasa NGLI 2 - MobilGrease XHP 222, xx gramos lado impulsor y xx gramos lado acople). Frecuencia trimestral equivalente a xxxH.",LUBR,TEC-MEC,MAR,0.5,2,8000.0,H,2021-04-01,1.0,8000H
