PE,1_WBS,2_WBS,3_WBS,4_WBS,WBS,Level,All,Lvl 1,Lvl 1 ENG,Lvl 1 ESP,Lvl 2,Lvl 2 ENG,Lvl 2 ESP,Lvl 3,Lvl 3 ENG,Lvl 3 ESP,Lvl 4,Lvl 1 ENG,Lvl 1 ESP
326,3,2,6,0,3260,3,CLARIFICATION / CLARIFICACIÓN,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS / PRETRATAMIENTO, BATEAS Y POZAS","PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",CLARIFICATION / CLARIFICACIÓN,CLARIFICATION,CLARIFICACIÓN,,,
3261,3,2,6,1,3261,4,Clarifier / Clarificador,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS / PRETRATAMIENTO, BATEAS Y POZAS","PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",CLARIFICATION / CLARIFICACIÓN,CLARIFICATION,CLARIFICACIÓN,Clarifier / Clarificador,Clarifier,Clarificador
329,3,2,9,0,3290,3,"PRE-TREATMENT, VATS AND PONDS ELECTRICAL WORKS",OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS / PRETRATAMIENTO, BATEAS Y POZAS","PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS","PRE-TREATMENT, VATS AND PONDS ELECTRICAL WORKS","PRE-TREATMENT, VATS AND PONDS ELECTRICAL WORKS","PRE-TREATMENT, VATS AND PONDS ELECTRICAL WORKS",,,
3299,3,2,9,9,3299,4,Electrical Works / Trabajos Eléctricos,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS / PRETRATAMIENTO, BATEAS Y POZAS","PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS","PRE-TREATMENT, VATS AND PONDS ELECTRICAL WORKS","PRE-TREATMENT, VATS AND PONDS ELECTRICAL WORKS","PRE-TREATMENT, VATS AND PONDS ELECTRICAL WORKS",Electrical Works / Trabajos Eléctricos,Electrical Works,Trabajos Eléctricos
33,3,3,0,0,3300,2,SX/EW PLANT / PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT / PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,,,,,,
332,3,3,2,0,3320,3,SOLVENT EXTRACTION / EXTRACCIÓN SOLVENTE,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT / PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SOLVENT EXTRACTION / EXTRACCIÓN SOLVENTE,SOLVENT EXTRACTION,EXTRACCIÓN SOLVENTE,,,
3321,3,3,2,1,3321,4,Mixer Settlers / Mezclador Decantadores,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT / PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SOLVENT EXTRACTION / EXTRACCIÓN SOLVENTE,SOLVENT EXTRACTION,EXTRACCIÓN SOLVENTE,Mixer Settlers / Mezclador Decantadores,Mixer Settlers,Mezclador Decantadores
3322,3,3,2,2,3322,4,Loaded Organic Handling / Manejo de Orgánicos Cargados,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT / PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SOLVENT EXTRACTION / EXTRACCIÓN SOLVENTE,SOLVENT EXTRACTION,EXTRACCIÓN SOLVENTE,Loaded Organic Handling / Manejo de Orgánicos Cargados,Loaded Organic Handling,Manejo de Orgánicos Cargados
3323,3,3,2,3,3323,4,Strong Electrolyte Handling / Manejo de Electrolito Fuerte,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT / PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SOLVENT EXTRACTION / EXTRACCIÓN SOLVENTE,SOLVENT EXTRACTION,EXTRACCIÓN SOLVENTE,Strong Electrolyte Handling / Manejo de Electrolito Fuerte,Strong Electrolyte Handling,Manejo de Electrolito Fuerte
3324,3,3,2,4,3324,4,Crud Treatment / Tratamiento de Crud,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT / PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SOLVENT EXTRACTION / EXTRACCIÓN SOLVENTE,SOLVENT EXTRACTION,EXTRACCIÓN SOLVENTE,Crud Treatment / Tratamiento de Crud,Crud Treatment,Tratamiento de Crud
3325,3,3,2,5,3325,4,SX Event Pond / Poza de Eventos de Extracción Solvente,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT / PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SOLVENT EXTRACTION / EXTRACCIÓN SOLVENTE,SOLVENT EXTRACTION,EXTRACCIÓN SOLVENTE,SX Event Pond / Poza de Eventos de Extracción Solvente,SX Event Pond,Poza de Eventos de Extracción Solvente
3329,3,3,2,9,3329,4,Solvent Extraction General / Extracción Solvente - General,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT / PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SOLVENT EXTRACTION / EXTRACCIÓN SOLVENTE,SOLVENT EXTRACTION,EXTRACCIÓN SOLVENTE,Solvent Extraction General / Extracción Solvente - General,Solvent Extraction General,Extracción Solvente - General
333,3,3,3,0,3330,3,ELECTROWINNING / ELECTRODEPOSICIÓN,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT / PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,ELECTROWINNING / ELECTRODEPOSICIÓN,ELECTROWINNING,ELECTRODEPOSICIÓN,,,
3331,3,3,3,1,3331,4,Electrolyte filtration and backwash / Filtración y lavado en contracorriente de electrolitos,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT / PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,ELECTROWINNING / ELECTRODEPOSICIÓN,ELECTROWINNING,ELECTRODEPOSICIÓN,Electrolyte filtration and backwash / Filtración y lavado en contracorriente de electrolitos,Electrolyte filtration and backwash,Filtración y lavado en contracorriente de electrolitos
3332,3,3,3,2,3332,4,Heat exchangers and cooling tower / Intercambiadores de calor y torre de enfriamiento,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT / PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,ELECTROWINNING / ELECTRODEPOSICIÓN,ELECTROWINNING,ELECTRODEPOSICIÓN,Heat exchangers and cooling tower / Intercambiadores de calor y torre de enfriamiento,Heat exchangers and cooling tower,Intercambiadores de calor y torre de enfriamiento
3333,3,3,3,3,3333,4,Electrowinning cells / Celdas de electrodeposición,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT / PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,ELECTROWINNING / ELECTRODEPOSICIÓN,ELECTROWINNING,ELECTRODEPOSICIÓN,Electrowinning cells / Celdas de electrodeposición,Electrowinning cells,Celdas de electrodeposición
3334,3,3,3,4,3334,4,Electrolyte circulation / Circulación de electrolitos,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT / PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,ELECTROWINNING / ELECTRODEPOSICIÓN,ELECTROWINNING,ELECTRODEPOSICIÓN,Electrolyte circulation / Circulación de electrolitos,Electrolyte circulation,Circulación de electrolitos
3335,3,3,3,5,3335,4,Cathode handling / Manejo de cátodos,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT / PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,ELECTROWINNING / ELECTRODEPOSICIÓN,ELECTROWINNING,ELECTRODEPOSICIÓN,Cathode handling / Manejo de cátodos,Cathode handling,Manejo de cátodos
3336,3,3,3,6,3336,4,EW miscellaneous / Miscelánea de Electrodeposición,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT / PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,ELECTROWINNING / ELECTRODEPOSICIÓN,ELECTROWINNING,ELECTRODEPOSICIÓN,EW miscellaneous / Miscelánea de Electrodeposición,EW miscellaneous,Miscelánea de Electrodeposición
3337,3,3,3,7,3337,4,Rectifiers / Rectificadores,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT / PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,ELECTROWINNING / ELECTRODEPOSICIÓN,ELECTROWINNING,ELECTRODEPOSICIÓN,Rectifiers / Rectificadores,Rectifiers,Rectificadores
3339,3,3,3,9,3339,4,Electrowinning General / Electrodeposición - General,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT / PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,ELECTROWINNING / ELECTRODEPOSICIÓN,ELECTROWINNING,ELECTRODEPOSICIÓN,Electrowinning General / Electrodeposición - General,Electrowinning General,Electrodeposición - General
335,3,3,5,0,3350,3,REAGENTS / REACTIVOS,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT / PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,REAGENTS / REACTIVOS,REAGENTS,REACTIVOS,,,
3351,3,3,5,1,3351,4,Sulfuric Acid / Ácido Sulfúrico,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT / PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,REAGENTS / REACTIVOS,REAGENTS,REACTIVOS,Sulfuric Acid / Ácido Sulfúrico,Sulfuric Acid,Ácido Sulfúrico
3352,3,3,5,2,3352,4,Diluent / Diluyente,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT / PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,REAGENTS / REACTIVOS,REAGENTS,REACTIVOS,Diluent / Diluyente,Diluent,Diluyente
3353,3,3,5,3,3353,4,Extractant / Extractante,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT / PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,REAGENTS / REACTIVOS,REAGENTS,REACTIVOS,Extractant / Extractante,Extractant,Extractante
3354,3,3,5,4,3354,4,Flocculant / Floculante,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT / PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,REAGENTS / REACTIVOS,REAGENTS,REACTIVOS,Flocculant / Floculante,Flocculant,Floculante
3355,3,3,5,5,3355,4,EW reagents / Reactivos de electrodeposición,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT / PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,REAGENTS / REACTIVOS,REAGENTS,REACTIVOS,EW reagents / Reactivos de electrodeposición,EW reagents,Reactivos de electrodeposición
3359,3,3,5,9,3359,4,Reagents General / Reactivos - General,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT / PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,REAGENTS / REACTIVOS,REAGENTS,REACTIVOS,Reagents General / Reactivos - General,Reagents General,Reactivos - General
339,3,3,9,0,3390,3,SX/EW PLANT ELECTRICAL WORKS,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT / PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SX/EW PLANT ELECTRICAL WORKS,SX/EW PLANT ELECTRICAL WORKS,SX/EW PLANT ELECTRICAL WORKS,,,
3399,3,3,9,9,3399,4,Electrical Works / Trabajos Eléctricos,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT / PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SX/EW PLANT ELECTRICAL WORKS,SX/EW PLANT ELECTRICAL WORKS,SX/EW PLANT ELECTRICAL WORKS,Electrical Works / Trabajos Eléctricos,Electrical Works,Trabajos Eléctricos
35,3,5,0,0,3500,2,OXIDE PLANT UTILITIES / SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES / SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES,SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,,,,,,
351,3,5,1,0,3510,3,WATER SERVICES / SERVICIOS DE AGUA,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES / SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES,SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,WATER SERVICES / SERVICIOS DE AGUA,WATER SERVICES,SERVICIOS DE AGUA,,,
3511,3,5,1,1,3511,4,Sea water / Agua de mar,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES / SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES,SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,WATER SERVICES / SERVICIOS DE AGUA,WATER SERVICES,SERVICIOS DE AGUA,Sea water / Agua de mar,Sea water,Agua de mar
3512,3,5,1,2,3512,4,Desalinated water / Agua desalinizada,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES / SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES,SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,WATER SERVICES / SERVICIOS DE AGUA,WATER SERVICES,SERVICIOS DE AGUA,Desalinated water / Agua desalinizada,Desalinated water,Agua desalinizada
3513,3,5,1,3,3513,4,Fire Water / Agua Contraincendios,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES / SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES,SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,WATER SERVICES / SERVICIOS DE AGUA,WATER SERVICES,SERVICIOS DE AGUA,Fire Water / Agua Contraincendios,Fire Water,Agua Contraincendios
3514,3,5,1,4,3514,4,Gland Water / Agua de Sello,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES / SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES,SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,WATER SERVICES / SERVICIOS DE AGUA,WATER SERVICES,SERVICIOS DE AGUA,Gland Water / Agua de Sello,Gland Water,Agua de Sello
3516,3,5,1,6,3516,4,Potable Water / Agua Potable,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES / SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES,SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,WATER SERVICES / SERVICIOS DE AGUA,WATER SERVICES,SERVICIOS DE AGUA,Potable Water / Agua Potable,Potable Water,Agua Potable
3519,3,5,1,9,3519,4,Water Services General / Servicios de Agua - General,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES / SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES,SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,WATER SERVICES / SERVICIOS DE AGUA,WATER SERVICES,SERVICIOS DE AGUA,Water Services General / Servicios de Agua - General,Water Services General,Servicios de Agua - General
352,3,5,2,0,3520,3,AIR SERVICES / SERVICIOS DE AIRE,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES / SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES,SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,AIR SERVICES / SERVICIOS DE AIRE,AIR SERVICES,SERVICIOS DE AIRE,,,
3521,3,5,2,1,3521,4,Plant Air / Aire de Planta,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES / SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES,SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,AIR SERVICES / SERVICIOS DE AIRE,AIR SERVICES,SERVICIOS DE AIRE,Plant Air / Aire de Planta,Plant Air,Aire de Planta
3529,3,5,2,9,3529,4,Air Services General / Servicios de Aire - General,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES / SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES,SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,AIR SERVICES / SERVICIOS DE AIRE,AIR SERVICES,SERVICIOS DE AIRE,Air Services General / Servicios de Aire - General,Air Services General,Servicios de Aire - General
355,3,5,5,0,3550,3,FIRE DETECTION AND PROTECTION / DETECCIÓN Y PROTECCIÓN CONTRA INCENDIOS,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES / SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES,SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,FIRE DETECTION AND PROTECTION / DETECCIÓN Y PROTECCIÓN CONTRA INCENDIOS,FIRE DETECTION AND PROTECTION,DETECCIÓN Y PROTECCIÓN CONTRA INCENDIOS,,,
3551,3,5,5,1,3551,4,Fire Detection and Protection / Detección y Protección Contra Incendios,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES / SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES,SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,FIRE DETECTION AND PROTECTION / DETECCIÓN Y PROTECCIÓN CONTRA INCENDIOS,FIRE DETECTION AND PROTECTION,DETECCIÓN Y PROTECCIÓN CONTRA INCENDIOS,Fire Detection and Protection / Detección y Protección Contra Incendios,Fire Detection and Protection,Detección y Protección Contra Incendios
356,3,5,6,0,3560,3,ELECTRICAL DISTRIBUTION & SUBSTATIONS / DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES / SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES,SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,ELECTRICAL DISTRIBUTION & SUBSTATIONS / DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,ELECTRICAL DISTRIBUTION & SUBSTATIONS,DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,,,
3561,3,5,6,1,3561,4,Oxide Reclaim Substation / Subestación de Recuperación de Óxido,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES / SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES,SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,ELECTRICAL DISTRIBUTION & SUBSTATIONS / DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,ELECTRICAL DISTRIBUTION & SUBSTATIONS,DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,Oxide Reclaim Substation / Subestación de Recuperación de Óxido,Oxide Reclaim Substation,Subestación de Recuperación de Óxido
3562,3,5,6,2,3562,4,Oxide Fine Crushing & Screening Substation / Subestación de Chancado y Zarandeo de Óxido Fino,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES / SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES,SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,ELECTRICAL DISTRIBUTION & SUBSTATIONS / DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,ELECTRICAL DISTRIBUTION & SUBSTATIONS,DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,Oxide Fine Crushing & Screening Substation / Subestación de Chancado y Zarandeo de Óxido Fino,Oxide Fine Crushing & Screening Substation,Subestación de Chancado y Zarandeo de Óxido Fino
3563,3,5,6,3,3563,4,"Ponds,Clarifier, Drum, & Acid Unloading Substation / Subestación de Pozas, Clarificador, Tambor y Descarga de Ácido",OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES / SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES,SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,ELECTRICAL DISTRIBUTION & SUBSTATIONS / DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,ELECTRICAL DISTRIBUTION & SUBSTATIONS,DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,"Ponds,Clarifier, Drum, & Acid Unloading Substation / Subestación de Pozas, Clarificador, Tambor y Descarga de Ácido","Ponds,Clarifier, Drum, & Acid Unloading Substation","Subestación de Pozas, Clarificador, Tambor y Descarga de Ácido"
3564,3,5,6,4,3564,4,Electrowinning Substation / Subestación de Electrodeposición,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES / SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES,SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,ELECTRICAL DISTRIBUTION & SUBSTATIONS / DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,ELECTRICAL DISTRIBUTION & SUBSTATIONS,DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,Electrowinning Substation / Subestación de Electrodeposición,Electrowinning Substation,Subestación de Electrodeposición
3565,3,5,6,5,3565,4,SX & Vats Substation / Subestación de Extracción Solvente y Bateas,OXIDE PLANT / PLANTA DE ÓXIDO,OXIDE PLANT,PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES / SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,OXIDE PLANT UTILITIES,SERVICIOS BÁSICOS DE PLANTA DE ÓXIDO,ELECTRICAL DISTRIBUTION & SUBSTATIONS / DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,ELECTRICAL DISTRIBUTION & SUBSTATIONS,DISTRIBUCIÓN ELÉCTRICA Y SUBESTACIONES,SX & Vats Substation / Subestación de Extracción Solvente y Bateas,SX & Vats Substation,Subestación de Extracción Solvente y Bateas
