key_dutie,Primary task detail activity,Maintenance type,Specialist,Constraint,Time,Amount Craft,Frequency,Unidad Periodo
2262-PU-219|01-02-01,"Realizar la limpieza interior utilizando la aspiradora para retirar el polvo acumulado, limpiar con trapo y brocha de ser necesario, inspeccionar el estado de las conexiones eléctricas como fusibles, borneras, transformador de control, relé, accionamientos mecánicos, aisladores y pernos de sujeción, verificar falta de ajuste, falsos contactos o posibles puntos calientes, retirar la tapa del contactor para la limpieza y mantenimiento de contactos, utilizar limpia contactos para el mantenimiento respectivo, realizar cambio de algún componente de ser necesario, verificar la continuidad de contactos con el multímetro, realizar el ajuste de todos los pernos de borneras y dispositivos con conexiones eléctricas, verificar el estado de las lámparas indicadoras, realizar el mantenimiento a las botoneras y parada de emergencia utilizando el multímetro verificar su operatividad, verificar el estad de los cables, que no presenten signos de recalentamiento y se encuentren debidamente rotulados.",PREV,TEC-ELE,DET,2,2,4000,H
2262-PU-219|01-03-01,"Verificar el ajuste de los elementos de unión del acople, verificar el torque.",INSP,TEC-MEC,DET,0.25,1,330,H
2262-PU-219|01-03-02,"Desacoplar los ejes y verificar los desgastes, juegos y holguras de los elementos del acoplamiento ( verificar el elemento flexible).",INSP,TEC-MEC,DET,0.5,2,660,H
2262-PU-219|01-03-03,"Desmontar el acople, verificar si los diámetros del eje se encuentran dentro de los valores correctos de tolerancia y ajuste para el componente, verificar el estado de los elementos de arrastre(chavetas) y de los canales chaveteros en el eje, montaje del nuevo acoplamiento teniendo en cuenta no dañar los componentes en este proceso.",PREV,TEC-MEC,DET,3,2,4000,H
2262-PU-219|01-03-04,"Corregir defectos de pie cojo en el equipo móvil, diagnosticar el desalineamiento con equipo laser, lainar los puntos de anclaje del equipo móvil así como los desplazamientos horizontales según los datos del equipo de alineamiento laser, torquear pernos de anclaje, realizar medición de estado final de alineamiento dentro de valores de tolerancia con el equipo de alineamiento.",PRED,TEC-PRD,DET,2,2,4000,H
2262-PU-219|01-04-01,Verificar la temperatura de los rodamientos con el pirómetro con rangos entre 60 °C y 90 °C.. Verificar ruido y/o vibración en condiciones normales. Verificar fuga de aceite por empaques y/o sello radiales. Verificar solturas y/o desajuste en los elementos de unión.,INSP,TEC-MEC,MAR,0.25,1,330,H
2262-PU-219|01-04-02,Verificar el nivel de aceite correcto De ser necesario rellenar con aceite ISO VG 680 hasta donde indique la mirilla de aceite.,INSP,TEC-MEC,MAR,0.25,1,660,H
2262-PU-219|01-04-03,"Drenar el aceite de la bomba, limpiar los residuos de aceite con solvente industrial, rellenar el reductor con un aceite ISO VG 680 - Mobil SHC Gear 680.",PREV,TEC-MEC,DET,3,2,4000,H
2262-PU-219|01-04-04,"Realizar el cambio de los rodamientos del reductor (rodamiento de rodillos cónicos), verificando el juego radial interno en cada uno de ellos según valores indicados en tablas de rodamientos.",COND,TEC-MEC,DET,2,2,,
2262-PU-219|01-04-05,"Desmontar la carcaza y los ejes de transmisión del reductor, desmontar los sellos radiales en todos los alojamientos de los rodamientos utilizando las herramientas adecuadas, cambiar los sellos radiales y ajustar la carcasa y las tapas para comprobar la estanqueidad del equipo.",COND,TEC-MEC,DET,1,2,,
2262-PU-219|01-04-06,"Monitorear el nivel de vibración de los rodamientos del reductor realizando medidas de aceleración y velocidad, cada punto de medición deberá contener la posición vertical, horizontal y axial, comparar el valor medido de acuerdo a las ISO 10816 y/o el estándar de vibración del área.",PRED,TEC-PRD,MAR,0.25,1,1500,H
2262-PU-219|01-04-07,Utilizar la cámara termográfica para tomar lectura de temperatura en los rodamientos verificando que no exceda 80°C.,PRED,TEC-PRD,MAR,0.25,1,1500,H
2262-PU-219|02-01-01,"Verificar desgastes en los apoyos de rodamientos y en los muñones de biela (verificar conicidad y cilindricidad en cada uno de los apoyos, de haber un desgaste excesivo debe cambiarse el componente).",INSP,TEC-MEC,DET,0.25,1,4000,H
2262-PU-219|02-01-02,"De comprobarse que el desgaste en los apoyos del cigüeñal es significativo, o de presentarse un pandeo en el mismo cambiar el componente, desmontar las tapas de la carcasa, desmontar las bielas, extraer el cigüeñal, cambiar el componente, montar las bielas, ajustar las tapas y verificar la estanqueidad del conjunto.",COND,TEC-MEC,DET,3,2,,
2262-PU-219|02-01-03,"Desmontar las tapas de soporte del cigüeñal, desmontar los rodamientos de las tapas, cambiar los rodamientos, asegurar el juego radial interno (valor según tabla de rodamientos), montar las tapas, torquear los pernos de las tapas.",COND,TEC-MEC,DET,2,2,,
2262-PU-219|02-02-01,"Desmontar las tapas de la carcasa, desmontar las bielas del cigüeñal, retirar el componente, verificar fisuras y desgastes en los apoyos, de estar fuera de medida, cambiar la biela, montar los componentes del cilindro, montar el conjunto sobre el cigüeñal, cambiar los pernos de apriete, cerrar las tapas de la carcasa.",COND,TEC-MEC,DET,2,2,,
2262-PU-219|02-02-02,"Verificar el desgaste de la cruceta, verificar fisuras o roturas. Desmontar el componente del brazo de extensión de la biela, cambiar el componente, montar el conjunto y verificar los ajustes.",COND,TEC-MEC,DET,2,2,,
2262-PU-219|02-02-03,"Desmontar el componente de la biela, cambiar el embolo y los elementos del mismo. Asegurar los elementos y ajustar al torque requerido. Montar el conjunto, verificar el cierre de la zona de compresión.",COND,TEC-MEC,DET,2,2,,
2262-PU-219|02-03-01,Verificar el desgaste de los sellos radiales y los sellos tóricos de las tapas y juntas del elemento de bombeo. Cambiar todos los elementos de sellado para asegurar la estanqueidad del componente.,PREV,TEC-MEC,DET,4,3,4000,H
2262-PU-219|02-04-01,"Cambio de la válvula, el asiento , el resorte y la jaula del resorte.",PREV,TEC-MEC,DET,2,2,8000,H
2262-PU-219|02-05-01,Verificar el nivel de aceite correcto De ser necesario rellenar con aceite Mobil Delvac MX 15W40 hasta donde indique la mirilla de aceite.,INSP,TEC-MEC,MAR,0.25,1,660,H
2262-PU-219|02-05-02,"Drenar el aceite de la bomba, limpiar los residuos de aceite con solvente industrial, rellenar el reductor con un aceite SAE 15W40.",PREV,TEC-MEC,DET,5,2,4000,H
2262-PU-219|02-05-03,"Limpiar la parte externa del equipo, arenar y/o pintar la bomba para evitar corrosión y desgastes externos.",PREV,TEC-MEC,DET,6,3,8000,H
2262-PU-219|02-05-04,"Verificar el desgaste de los alojamientos de los rodamientos, de presentarse desgaste cambiar el elemento. Desmontar las tapas del lado fijo y lado móvil del cigüeñal, desmontar los rodamientos, montar los componentes en las tapas y asegurar las mismas a la carcasa verificando la estanqueidad del componente.",COND,TEC-MEC,DET,1,2,,
2262-PU-219|03-01-01,"Inspeccionar las tuberías flexibles conduit que no presenten deterioro, inspeccionar que los pernos de anclaje no presenten corrosión, inspeccionar que los instrumentos no presente daños, inspeccionar que no existan fugas en las conexiones. PI-24134, PSV-24127.",INSP,TEC-INS,MAR,0.25,1,1,M
2262-PU-219|03-01-02,"Limpiar el exterior con trapo y solvente dieléctrico, retirar la tapa de conexiones, limpiar con limpia contactos las conexiones, realizar el ajuste de conexiones, inspeccionar cables y terminales, realizar el ajuste de conexiones, inspeccionar cables y terminales, realizar pruebas de error y confirmación con sala de control. PI-24134, PSV-24127.",PREV,TEC-INS,DET,1,1,4000,H
2262-PU-219|03-01-03,"Realizar el cambio de instrumentos averiados de acuerdo a condición: PI-24134, PSV-24127.",COND,TEC-INS,DET,1,1,,
2284-PU-279|01-01-01,Inspección general del motor y cables de conexión.,INSP,TEC-ELE,MAR,0.5,2,1,M
2284-PU-279|01-01-02,Limpiar la superficie del motor.,PREV,TEC-ELE,DET,0.5,2,2000,H
2284-PU-279|01-01-03,Limpiar y ajustar los bornes de conexión.,PREV,TEC-ELE,DET,0.5,2,2000,H
2284-PU-279|01-01-04,"Medir parámetros eléctricos (Voltaje, Corriente, Potencia).",PREV,TEC-ELE,DET,0.5,2,2000,H
2284-PU-279|01-01-05,Mantenimiento del cable a tierra.,PREV,TEC-ELE,DET,0.5,2,2000,H
2284-PU-279|01-01-06,Inspección de vibración y temperatura.,INSP,TEC-ELE,DET,0.25,2,1,M
2284-PU-279|01-01-07,Monitoreo de vibración y temperatura.,PRED,TEC-PRD,DET,1,2,2000,H
2284-PU-279|01-01-08,Mantenimiento del arrancador.,PREV,TEC-ELE,DET,2,2,8000,H
2284-PU-279|01-01-09,Cambio de rodamientos.,COND,TEC-ELE,DET,3,2,,
2284-PU-279|01-01-10,Lubricación de rodamientos.,COND,TEC-ELE,DET,1,2,,
2284-PU-279|01-02-01,Verificar ruido y elementos de unión.,PREV,TEC-MEC,DET,0.25,2,660,H
2284-PU-279|01-02-02,Cambio y alineamiento de acople.,PREV,TEC-MEC,DET,2,3,8000,H
2284-PU-279|02-01-01,Verificar los elementos de unión y posibles fugas.,INSP,TEC-MEC,MAR,0.5,1,660,H
2284-PU-279|02-01-02,Cambio de la carcasa.,COND,TEC-MEC,DET,1,2,,
2284-PU-279|02-01-03,Inspección de vibración y temperatura.,INSP,TEC-MEC,DET,0.25,2,660,H
2284-PU-279|02-01-04,Monitoreo de vibración y temperatura.,PRED,TEC-PRD,DET,1,2,2000,H
2284-PU-279|02-01-05,Cambio del impulsor.,COND,TEC-MEC,DET,1,2,,
2284-PU-279|02-02-01,Verificar desgaste en el eje.,INSP,TEC-MEC,DET,0.5,1,8000,H
2284-PU-279|02-02-02,Cambio de eje.,COND,TEC-MEC,DET,1,2,,
2284-PU-279|02-02-03,Cambio de rodamientos.,COND,TEC-MEC,DET,1,2,,
2284-PU-279|02-02-04,Cambio de sellos radiales.,COND,TEC-MEC,DET,1,2,,
2284-PU-279|02-02-05,Lubricación de rodamientos.,COND,TEC-MEC,DET,1,2,,
2284-PU-279|02-03-01,Cambio de sello mecánico.,COND,TEC-MEC,DET,1,2,,
2284-PU-279|03-01-01,XV-26193.,INSP,TEC-INS,MAR,0.5,2,1,M
2284-PU-279|03-01-02,XV-26193.,PREV,TEC-INS,DET,2,2,8000,H
2284-PU-279|03-01-03,XV-26193.,COND,TEC-INS,DET,1,2,,
2284-PU-291|01-01-01,Inspección general del motor y cables de conexión.,INSP,TEC-ELE,MAR,0.5,2,1,M
2284-PU-291|01-01-02,Limpiar la superficie del motor.,PREV,TEC-ELE,DET,0.5,2,2000,H
2284-PU-291|01-01-03,Limpiar y ajustar los bornes de conexión.,PREV,TEC-ELE,DET,0.5,2,2000,H
2284-PU-291|01-01-04,"Medir parámetros eléctricos (Voltaje, Corriente, Potencia).",PREV,TEC-ELE,DET,0.5,2,2000,H
2284-PU-291|01-01-05,Mantenimiento del cable a tierra.,PREV,TEC-ELE,DET,0.5,2,2000,H
2284-PU-291|01-01-06,Inspección de vibración y temperatura.,INSP,TEC-ELE,DET,0.25,2,1,M
2284-PU-291|01-01-07,Monitoreo de vibración y temperatura.,PRED,TEC-PRD,DET,1,2,2000,H
2284-PU-291|01-01-08,Mantenimiento del variador de velocidad.,PREV,TEC-ELE,DET,2,2,8000,H
2284-PU-291|01-01-09,Cambio de rodamientos.,COND,TEC-ELE,DET,3,2,,
2284-PU-291|01-01-10,Lubricación de rodamientos.,COND,TEC-ELE,DET,1,2,,
2284-PU-291|01-02-01,Verificar ruido y elementos de unión.,PREV,TEC-MEC,DET,0.25,2,660,H
2284-PU-291|01-02-02,Cambio y alineamiento de acople.,PRED,TEC-PRD,DET,2,3,8000,H
2284-PU-291|02-01-01,Verificar los elementos de unión y posibles fugas.,INSP,TEC-MEC,MAR,0.5,1,660,H
2284-PU-291|02-01-02,Cambio de la carcasa.,COND,TEC-MEC,DET,1,2,,
2284-PU-291|02-01-03,Inspección de vibración y temperatura.,INSP,TEC-MEC,DET,0.25,2,660,H
2284-PU-291|02-01-04,Monitoreo de vibración y temperatura.,PRED,TEC-PRD,DET,1,2,2000,H
2284-PU-291|02-01-05,Cambio del impulsor.,COND,TEC-MEC,DET,1,2,,
2284-PU-291|02-02-01,Verificar desgaste en el eje.,INSP,TEC-MEC,DET,0.5,1,8000,H
2284-PU-291|02-02-02,Cambio de eje.,COND,TEC-MEC,DET,1,2,,
2284-PU-291|02-02-03,Cambio de rodamientos.,COND,TEC-MEC,DET,1,2,,
2284-PU-291|02-02-04,Cambio de sellos radiales.,COND,TEC-MEC,DET,1,2,,
2284-PU-291|02-02-05,Lubricación de rodamientos.,COND,TEC-MEC,DET,1,2,,
2284-PU-291|02-03-01,Cambio de sello mecánico.,COND,TEC-MEC,DET,1,2,,
2284-PU-291|03-01-01,"LIT-26190, XV-26194A.",INSP,TEC-INS,MAR,0.5,2,1,M
2284-PU-291|03-01-02,"LIT-26190, XV-26194A.",PREV,TEC-INS,DET,2,2,8000,H
2284-PU-291|03-01-03,"LIT-26190, XV-26194A.",COND,TEC-INS,DET,1,2,,
3122-CV-319|01-01-01,"Inspeccionar conexión a tierra, cables de alimentación, caja de conexiones, pernos de anclaje, carcasa del motor, ventilador, tuberías flexibles conduit, verificar pintura de motor, inspeccionar fugas de lubricante en rodamientos. De ser necesario realizar la actividad de limpieza del motor con caudal de aire.
Registrar los parámetros eléctricos de cada motor.",INSP,TEC-ELE,MAR,0.5,2,1,S
3122-CV-319|01-01-02,"Limpiar parte externa del motor (carcaza, tapa de ventiladores, puntos de lubricación) con caudal de aire (blower), espátula, brocha y trapo para pulverizar con solvente dieléctrico, retirar sulfato y oxido de pernos de anclaje y conexiones a tierra.",PREV,TEC-ELE,DET,1,2,1000,H
3122-CV-319|01-01-03,"Limpiar el exterior con trapo y solvente dieléctrico de ser necesario, ajustar conexiones, verificar que los terminales se encuentren en buen estado, verificar la hermeticidad de la caja de conexiones, inspeccionar el cable de alimentación. Aplicar anticorrosivo de zinc a pernos de tapa.
Comprobar la continuidad de cada elemento del calefactor.",PREV,TEC-ELE,DET,2,2,4000,H
3122-CV-319|01-01-04,"Limpiar el exterior con trapo y solvente dieléctrico de ser necesario, ajustar conexiones, verificar que los terminales se encuentren en buen estado, verificar la hermeticidad de la caja de conexiones, inspeccionar el cable de alimentación, verificar el ajuste según las especificaciones del fabricante. 
Aplicar anticorrosivo de zinc a pernos de tapa.",PREV,TEC-ELE,DET,1,2,4000,H
3122-CV-319|01-01-05,"Retirar la tapa del ventilador, limpiar el ventilador con trapo y solvente dieléctrico, colocar la tapa del ventilador, cambiar el ventilador si se encuentra roto.",PREV,TEC-ELE,DET,0.5,2,4000,H
3122-CV-319|01-01-06,"Limpiar el terminal del cable a tierra, ajustar terminal del cable a tierra, cambiar el terminal del cable a tierra de ser necesario, inspeccionar integridad del cable.",PREV,TEC-ELE,DET,0.5,2,4000,H
3122-CV-319|01-01-07,"Retirar las tapas del lado ventilador y lado acople, retirar los rodamientos con el extractor de rodamientos, colocar los rodamientos nuevos, colocar las tapas retiradas. Rodamiento delantero 6322-C3, Rodamiento posterior 6319-C3 (El cambio se realizara según monitoreo de condición).",COND,TEC-ELE,DET,5,2,,
3122-CV-319|01-01-08,"Retirar la tapa de la caja de conexiones, desconectar cables de alimentación, medir resistencia de aislamiento, conectar los cables, cerrar la tapa de conexión. Registrar datos de actividad en formato establecido.",PREV,TEC-ELE,DET,1,2,4000,H
3122-CV-319|01-01-09,"Retirar el tapón de la grasera del rodamiento a engrasar, limpiar la grasera con un trapo, retirar tapón de drenaje de grasa, colocar la manguera de la bomba de engrase sobre la grasera, rellenar de grasa y retirar la manguera, colocar nuevamente los tapones y ajustarlo debidamente, verificar que no existen fugas (lagrimeo). Rodamiento delantero 6322-C3 cantidad de grasa 60g intervalo de lubricación calculado 6000 h.",LUBR,TEC-ELE,MAR,0.5,2,6000,H
3122-CV-319|01-01-10,"Retirar el tapón de la grasera del rodamiento a engrasar, limpiar la grasera con un trapo, retirar tapón de drenaje de grasa, colocar la manguera de la bomba de engrase sobre la grasera, rellenar de grasa y retirar la manguera, colocar nuevamente los tapones y ajustarlo debidamente, verificar que no existen fugas (lagrimeo). Rodamiento posterior 6319-C3 cantidad de grasa 45g intervalo de lubricación calculado 8000 h.",LUBR,TEC-ELE,MAR,0.5,2,8000,H
3122-CV-319|01-01-11,Utilizando el pirómetro tomar lectura y registrar la temperatura en los rodamientos verificando que no exceda según manual de fabricante.,INSP,TEC-ELE,MAR,0.5,1,1,S
3122-CV-319|01-01-12,Utilizando el pirómetro tomar lectura y registrar la temperatura en el estator verificando que no exceda según datos de placa. (Considerar que la temperatura real es aproximadamente 20°C de la temperatura medida).,INSP,TEC-ELE,MAR,0.5,1,1,S
